,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
856,9888002198,"[1, 1]",2.0,"The usb charger socket was totally broken and never worked. I'm not sure what the two red lights were supposed to be for but I never saw either of them turn on either. It was difficult to fit grounded US plugs in without some serious shoving, and the fakey plastic ground doesn't retract so I couldn't use it on outlets that didn't have a ground socket (common in Hong Kong). It's also quite big and heavy to travel with.","01 22, 2012",A2SOKOONUQ850N,Sarah Northway,Clunky and broken.,1327190400.0
857,9888002198,"[0, 0]",5.0,"I'm in Europe right now using this, and it hasn't let me down. I use it every morning to heat water with a immersion heater I insert in my coffee mug to make coffee each day. At other times I use it to charge my kindle, backup batteries, camera and cellphone.I wish I had purchased 2 so I can use more than one outlet at a time. I did bring along an extension cord, but adding more than one gadget to it slows down the charging rate. Using 2 outlets is more efficient. I'm buying an additional one for my next trip.Highly recommend this one, as it is very versatile with the USB port.","06 5, 2013",A2J591OLWPBEMQ,Skoobdo,Exceeded my expectations,1370390400.0
858,9888002198,"[0, 0]",4.0,"Great product but is not true as they say that it charges ipads, it does not charge them at all, i would rate this a perfect 5 stars if it did, its a pitty.","12 26, 2012",A3OQ96W3N91MDS,TitanGrosso,Great product but does not charge ipad,1356480000.0
859,9888002198,"[0, 0]",5.0,"There's not much to say, other than that the price was exceptional. The adapter set is compact and appears durable. I really wanted the USB charger plug, and figured I might as well get a complete adapter set into the bargain.","12 3, 2012",A2KZ1JXW8J1VC8,"Tom B ""Tom B""",Does what it's supposed to,1354492800.0
860,9966338926,"[0, 0]",5.0,This is a cable.  It allows power to be transfered from and outside source to my Nexus 7.  It functions exactly as advertised.,"05 19, 2013",A2R7LGGF0XYJGK,Jay Payne,Works Great,1368921600.0
861,9966338926,"[1, 2]",5.0,"Cord worked great for awhile, but had recently not been working up to snuff. Can't understand how a cord like this can go bad in three months. It should last a lot longer than that. Won't keep my tablet fully charged when connected to the docking station. Switched back to the OEM cable, and what do you know? It's charging again.Definitely going to have to find a different cable.EDIT 10/1/2013: Nope, the cable is fine. It works great as an OTG cable...I was able to load pictures and sound effects onto my work phone, as well as add files to my Nexus 7. It was actually the cheaply-made $9 Chinese charger I had purchased to use as a backup that was going bad. When I put this cable on my Nexus' OEM charger, it worked just fine. I do believe I'll be purchasing another Nexus 7 OEM charger in the near future.","09 14, 2013",A2DLK5KEQU4TX9,KB7RKY,Worked for awhile...can't understand how it went bad,1379116800.0
862,9966338926,"[0, 0]",1.0,Described as a better cable than the one that came with the Tablet. Not so! Mini USB doesn't fit and cord is very short. Sending it back ASAP.,"03 30, 2014",A3GR935UY6LX03,Marrielle,Google Nexus 7 charging cable,1396137600.0
863,9966338926,"[14, 14]",2.0,"Original Review: This cable does the job but beware if you are looking for anything longer than the ASUS brand cable that came with the Nexus 7 It's the same length. But the price is right and the cable seems sturdy enough.Update: We recently made a trip and I took this cable along, along with the original ASUS charger. Big mistake! As noted in other reviews the cable was incredibly slow in charging my Nexus 7. I left it plugged in overnight and it was only at 22% the next morning. When I returned home I tried the charger with this cable and found that after 10 minutes the batter charge increased from 85% to 86%. Using the same charger and the original ASUS cable for the same 10 minutes, the battery had increases from 86% to 89%. I left the Nexus 7 connected to the charger with the ASUS cable and it reached 100% charge after about an hour.The cable works fine for copying music and image files back and forth from my PC but it is sorely deficient as a charger cable. Ergo the downgrade in my rating from 4 to 2 stars.","02 25, 2013",A3CZV7DEX2ARGE,"Mystery Maven ""Lefty39""","Not so good cable, 40"" long - update",1361750400.0
864,9966338926,"[1, 1]",1.0,not worth your stress...fit loosely from the get go...I have two nexus 7 tablets and it was the same with both. went to wal-mart and bought a cheap generic one and it works great.,"12 26, 2013",A3DXZIHCHTFM85,N. Myers,fit loosely and returned.,1388016000.0
865,9966338926,"[0, 0]",4.0,"It looks just like the real thing, however it does not hook into the port as well as the original one. Not a big issue considering the price.Google is selling those for way too much, they will not get my money for such overpriced item.","08 15, 2013",A1UZ2MQ5FBH7GA,peroxyd,ok,1376524800.0
866,9966338926,"[1, 1]",1.0,"This cable is fine, except for the fact that there is no rigid construction to keep the male end from bending. I dropped my nexus 7 from a height of 1 foot onto my bed and it bent about 45. Your best bet is the official nexus 7 charger, but beware, the USB and the cable have almost entirely seperated on the cable that came with my Nexus 7.","04 12, 2013",A1VKA5J3NF7OU9,Trey,Micro USB end breaks,1365724800.0
867,9966338926,"[0, 1]",5.0,"A big improvement from the stock cord provided with the device, liked it so much I am going to buy several more,because I take my nexus everywhere","06 15, 2013",A2HGQNXVQ8DPA8,vampboy72,best cord,1371254400.0
868,9966541551,"[0, 0]",5.0,Perfect additional memory for my Samsung Galaxy 4 smart phone.  Easy to install and transfer data.  Could have not asked for anything better.,"01 7, 2014",A187ADBPN8OOY7,Amazon Customer,Just what I needed,1389052800.0
869,9966541551,"[2, 3]",3.0,"I bought 2 of these thinking they were somehow specially formatted for the S4. I suppose I was naive. I could have purchased the same item, for less, with the 'special format.Yes, good product and works fine the phone. Special? No.","04 23, 2014",AG4D06TQLDFMH,"Chris Reich ""Business Physicist and Astronomer""",Good but nothing special,1398211200.0
870,9966541551,"[0, 0]",5.0,She put it in her Samsung Galaxy 4 phone to be able to hold more pictures and data and hopefully not lose it if she breaks her phone again,"02 15, 2014",A2H2H6SQVHRIER,grlav8r,Daughter loves it,1392422400.0
871,9966541551,"[0, 0]",5.0,"Now so far I've only tested it out on a computer as my tablet has still not arrived(shipped out a week ago). So I will update when I get to test it out on the tablet as well. It works great, a bit slow in transfer items from my computer, but that's to be expected on my old laptop, so no problems there either. 16 gb, only 14 can be used on mine, but that is still more than enough space for me, since I only plan on storing apps, and ebooks on it, along with a few movies(maybe). Will look to buy this again if I need more room, or if my mom needs one.Update: Received Tablet today, and popped this in, works great, reads really fast! Great for holding my books, movies, and apps that I don't want taking space on the tablet.","03 2, 2014",A3FNF36SELJ49S,IrishFae,Memory for the money.,1393718400.0
872,9966541551,"[1, 1]",5.0,"My last memory card for my Galaxy S4 got some water damage on a camping trip a few months ago, which became apparent when all my photos became inaccessible/got deleted. I needed a fairly large and reliable memory card to replace it. I've had this microSD card for a few months now, and it has been great! I highly recommend this to anyone looking for a reliable way to store data, especially photos on the Galaxy S4.","02 4, 2014",A2STWCKJD4TMK8,jeh437,Reliable data storage,1391472000.0
873,9966569863,"[0, 0]",5.0,"I bought this for my son's GoPro and it's worked out great. I just wish I would have bought the 64gb instead of going cheap on the 32gb, but so far so good. He's a couple of months into using his camera with this card and no issues.","02 2, 2014",A2ZCKOJM6MOBVY,"7ftchkn ""7ftchkn""",Works Great,1391299200.0
874,9966569863,"[0, 0]",5.0,Purchased this after the purchase of a camcorder that required it and would not work with a 16gig. Got the smaller card at local store because of price and wanted to compare Amazon first. Haft the price of buying it local so was worth the wait. Was in my hands a few days after ordering and would recommend that one at least look here before paying the box store price.,"11 18, 2013",A3UURD9IGGUGW9,Allen E. Unruh,Great Value,1384732800.0
875,9966569863,"[0, 1]",5.0,This card is very good. I use it in my Gopro because that need a fast writing and reading. I recommend it.,"10 10, 2013",A3S68WYZ3UWRVH,CHEVALLIER Jean-Marc,Micro Card SD,1381363200.0
876,9966569863,"[0, 0]",5.0,"I needed a class 10 card for my GOPRO and this one looked like the best deal for the size ,and I have always liked the Sandisk brand .","03 19, 2014",A3CSDS5RW4XUPG,Jack  M.,For use in my GOPRO,1395187200.0
877,9966569863,"[0, 0]",4.0,The micro sd card worked with no problem whatsoever. The adapter that came with it did not work at all. Luckily i had an extra.,"06 5, 2014",A1HMZSNXP2MC8L,Kaike,"Micro SD Excellent, Adapter: Not so excellent",1401926400.0
878,9966569863,"[0, 0]",4.0,This card works well with my GoPro. Lots of storage space in a small package. The price was fair for a SanDisk product.,"06 14, 2014",A33K8EOQH55J62,"PinnacleStudioPro ""AMAZEME""",Big Little Card,1402704000.0
879,9966569863,"[0, 0]",5.0,Bought this for my new Gopro and away we go. Great SD card at a great price...love it love it love it.,"01 25, 2014",A58HIMN3EW2NN,Ronald,Gopro Power!!,1390608000.0
880,9966694544,"[13, 17]",4.0,I liked it. I is already formatted and no need for formatting it. My galaxy s4 recognized it easily and easy to use. The only reason I gave 4 star because it is not 32G as stated and it is only 29g. I don't know if that is supposed to be or not. I am happy anyway and would recommend this sd card to every body . You won't never regret .,"05 17, 2013",A2VTMCHYNBZC07,Amir,Good and price worthy,1368748800.0
881,9966694544,"[1, 1]",5.0,Very High Quality and what a deal! Fast shipping. I trippled the memory on my Galaxy S4 for only $22.90  ship. Anyway now i can have all my music and videos and pictures on my new external memory and my phone runs great. I have the Samsung Galaxy Gear watch so I needed more room to install programs for the gear. Awesome deal!,"01 24, 2014",A13RIB5M9L611E,Chad Brawley,what a deal!,1390521600.0
882,9966694544,"[1, 1]",4.0,"this is OEM from Kingston.  i've had other data storage items from them.  all good.  this one, too.  have not used the adapter.","03 23, 2014",AS4A8GH1B5QBP,"Christopher D'Amico ""MockSwede""",recognized by my cell phone,1395532800.0
883,9966694544,"[2, 3]",1.0,"Bought this since it said it was specifically formatted for the Galaxy S4, and for the first 2 months it was working fine.  Bought it to replace a SanDisk 64gb MicroSDHC card that was prone to have problems.After approx 2 months, the card stopped reading in the phone.  I tried other cards and they worked in the phone.  The Kingston MicroSDHC card was dead and will not even read in my laptop or desktop computer, using different SD card readers.  I can't format it, can't even read it in the Disk Management viewer, and can't do anything with the card now.  Thousands of pictures and videos are now lost and that doesn't make me happy at all.  JUNK card.FYI, I put the 64gb SanDisk card back in and that's been working great ever since.","02 23, 2014",A3EPT8ENSU0TU,DN,"After 2 months, the card is DEAD",1393113600.0
884,9966694544,"[1, 1]",5.0,"This is a good, inexpensive option for my camera. It works perfectly. Amazon sells it for less. Kingston is a reliable brand.","02 10, 2014",A37FB0STAIM5PY,Jeff,Perfect for my Canon DSLR,1391990400.0
885,9966694544,"[0, 0]",5.0,"I FINALLY have more than enough storage on my phone...more than I will probably ever need!!If others are like me, they save zillions of graphics, apps, pictures, videos, etc....and the constant warnings on my screen that I am almost out of room drive me crazy! ;)So...as much as I can, I add to my SD card & voila! no more warnings...even after all that I have in there, I still have between 28-29GB of room open...I don't think I will EVER be able to use it all up lol.Shipper was fast & the price was not too bad...so glad I ordered this card!!! :)","06 18, 2014",AKG02HTYGM88L,"Jennifer Defillippo ""~~JennD.'J.M.J.'~*""",finally!!!,1403049600.0
886,9966694544,"[0, 0]",5.0,Slipped right into my Galaxy 4S and was able to transfer all media from my previous card to this one. Allows me to use my phone without worrying about running out of storage.,"06 9, 2014",A7Y4EVU8LZ7FV,"Joel A. Campbell ""JACampbell""",Perfect.,1402272000.0
887,9966694544,"[1, 1]",5.0,Fast delivery.  Works as described and does the job. Kingston reputation was final decision maker.  Would buy again.  Using with Samsung Galaxy S4.,"04 5, 2014",A1UULANW6F0NZC,"Joel Silberman ""malocclu""",Works as expected.,1396656000.0
888,9966694544,"[1, 1]",1.0,"I used it for my Galaxy S4 for a good 6 months without any problems. And just today.. It's died. Won't work at all, can't recover any files, can't even format it to re-use it. It is now a worthless tiny chip... Thanks, Kingston. Won't be using this product again. Any one else who plans on using this for a phone, especially a Samsung, I would recommend you buy Samsung's brand for the SD card. I should have done that from the start, but I wasn't even aware they made an SD card brand at the time. (I should have known.. Samsung makes everything!)","03 17, 2014",A3703H5T2Y0R0K,J.P.,Died after about 6 months,1395014400.0
889,9966694544,"[3, 4]",4.0,"I bought the 32 gig. card for just that purpose, My Samsung phone, takes as good pictures as most cameras. In fact I like the camera feature better than all the other stuff on the s-4. I would buy it again and again if I needed a lot of memory. I recommend this item to anyone who has run out of memory for pictures or any thing that needs to be stored out from the internal memory of the camera. I like to take moving photos with my Samsung, and those 8 second runs take a lot of memory, now I don't have to worry and running out of memory","01 17, 2014",A27DHWJ275D678,Rev. George T. Cox,I take lots of pictures with my Galaxy 4,1389916800.0
890,9966694544,"[1, 1]",5.0,We bought two of these micro cards for my wife's new Samsung Galaxy 4 cell phone since she takes a lot of pictures and we wanted a second micro card for backup.  All I can say is that the card works well in the Samsung cell phone.,"10 16, 2013",A1H2O9EQANIGQT,Robert Janicki,Quality product from Kingston,1381881600.0
891,9966694544,"[2, 2]",4.0,Fit inthe phone and worked fine.  It is tough to get enthusiastic about memory except as one ages and loses theirs.,"09 23, 2013",ALQNOSMQR8AFR,R. Schein,Worked,1379894400.0
892,9966694544,"[5, 5]",5.0,Nice pack. Installed easily in my galaxy S4. Works great.. Instead of paying $100 for a 32gb phone get a 16Gb phone and add the SD card...,"08 30, 2013",A9DZGSTEJFOP3,"SKM ""SKM""",Very Nice Works Great in My Galaxy S4,1377820800.0
893,9981739588,"[0, 0]",5.0,"Ordered this to leave connected to an HDMI port on the upstairs TV so my wife could connect her tablet to the TV. It works great and appears well made and should last a long time, especially where only the mini-HDMI connector will the inserted and removed multiple times. No issues with it being loose, weak, or ready to break. Hard to beat the price with a nominal shipping charge. It arrived in its own bag inside of a shipping bag in perfect condition, and the shipping was exactly when they said it would be.","12 3, 2013",A33FZNPF0TRLYN,Coyote,Very Good Mini-HDMI to HDMI Cable,1386028800.0
894,9981739588,"[0, 1]",5.0,Digital works or it doesn't (despite Monster Cable's hooey). This works and the price is right.,"07 2, 2010",A3MJ1OH04JQNQF,Js Banks,Performance and price,1278028800.0
895,9981739588,"[0, 0]",5.0,This cable for under $7 was every bit as good as the ones sold in camera stores for $40+ dollars.  I'm very happy with my purchase.,"09 25, 2010",A2GRYN2DYGFM8L,"K. Szeliga ""kjszeliga""",Tre Seme,1285372800.0
896,9981739588,"[2, 2]",5.0,The cable works as advertised and the price is unbeatable. I am not using it for a camcorder but for a canon elph camera with HDMI out. The photos and videos look great,"05 29, 2010",AR87CWP6KEL4A,MP,It works!!!,1275091200.0
897,9981739588,"[0, 0]",5.0,Bought this hoping it would be as good as the $20 one at Staples. For the price...why not try it? Works great. No graininess. No interruption of transmission. Perfect length for my purposes. They must have just had an abundance and wanted to get rid of them because they are top quality.,"08 27, 2011",A1W0CHSU0O5VUK,M. Riegle,Works great,1314403200.0
898,9981739588,"[2, 5]",1.0,"Just to give you a brief history, I had contacted CITI electronics before buying this product, if it is going to be compatible with my Canon HF200 video camera. Their response; YES. Considering how much the original one costs, I went the cheaper route; and it bit me right back. THIS CABLE DOES NOT WORK. Citi electronics lied (Just another California bases electronics retailer selling Chinese junk). Now, they expect me to pay for shipping even if the product is defective. Wonder if Amazon even goes through a selection process anymore. Overall, a very very bad experience. Never buying anything from Citi electronics again. Will have to buy original canon cable. There should be a way of actually making it zero star.","05 17, 2010",A2WO3HF88DF4PW,M. Thukral,Hate this item - and CITI electronics,1274054400.0
899,9981739588,"[0, 0]",5.0,I needed an hdmi cable to connect my camcorder to the flat screen tv.  Did not wanted to hassle and see it on rca cables.  Cables work and were cheap.,"11 25, 2012",A19HT7YC1UW3D6,"redmatrix06 ""retrogamer""",Great for my Canon Camcorder,1353801600.0
900,9983891204,"[1, 1]",5.0,Prompt shipping. On time delivery. Excellent quality cable. Tested using my Canon SX 40 and it worked really well for images and for video. Good buy and great price.,"09 3, 2012",A2NEASNMHL1A4O,"Amazon Customer ""Raja""",Good cable,1346630400.0
901,9983891204,"[0, 0]",5.0,What pay $50 for a Canon brand cable when you can get this one for under $10 and the quality is just as good. I highly recommend this mini HDMI cable.,"04 24, 2013",AB5S5DS16EVMJ,apg231,Premium 10 feet Canon HTC-100 Upgrade Replacement Mini HDMI cable,1366761600.0
902,9983891204,"[1, 1]",5.0,this cable lets me show pictures and videos from my camera through my TV monitor.  Easy to use.  Clean picture.  It does what it's supposed to do.,"02 10, 2013",A3OJNGNBWD7KNN,Be the Plunk,Works as it should,1360454400.0
903,9983891204,"[0, 0]",5.0,We use this cable to hook our camera to the RV TV.  Works well and is long enough to be able to see at a table and operate the device.  The photos look nice on a large screen.,"12 2, 2013",A2BX0E26599UPQ,Birdieman,Hook camera to RV TV.,1385942400.0
904,9983891204,"[0, 0]",5.0,"Can view my pictures right from my Cannon 4Ti on my big screen TV with this.  It works great, but be sure to follow Cannon's directions.  You must have the cable connected and have the TV on before turning on the camera.  It is great to look at the pictures on the big screen before downloading them so you can pick the good pictures.","05 6, 2013",A5U3O5KSTUOY0,Charles E McAllister,Works Great,1367798400.0
905,9983891204,"[0, 1]",4.0,"And I like the length....makes it much easier to make the connection between the cfamera and the TV.  My TV is mounted high on the wall, so length is essential if the camera is not to be dangling.  I haven't yet used the cable, but it appears to be strong and flexible.","05 7, 2013",A1TND9THMFVTQG,"Denver Consumer ""bluetinkerbell""",Not yet tried but seems substantial,1367884800.0
906,9983891204,"[1, 1]",5.0,This HDMI cable is perfect for sending image and video from my digital camera to my HDTV. Being told that it isn't necessary to spend outrageous money on HDMI cable has proven true. I now have several inexpensive HDMI cables that work perfectly. I would purchase additional cables from this seller in the future.,"10 16, 2011",A18A4AMMJ5KV7T,D. Fournier,ideal,1318723200.0
907,9983891204,"[0, 0]",5.0,Works flawlessly to connect my new Canon camera to all the HD TVs that I have hooked it to.  Great pics and vids and sound.,"01 3, 2014",A39JL3OBJIBIX7,Don L. Binder,Works like a charm!,1388707200.0
908,9983891204,"[1, 1]",5.0,Works just like my shorter cables only with more optional length.  A good price for adding distance flexibility for camera to TV hookup when viewing pictures.,"01 21, 2013",A1LY7Z60TNV629,John Coleman,Cable is fine,1358726400.0
909,9983891204,"[0, 0]",5.0,I bought this to use with my Canon G10 camera. The Canon version costs about $40. This one works perfectly. No reason to pay a penny more.,"08 11, 2013",A3VBORHS4H8LES,"John E. Wente ""okiebikinguy""",Does the job - no reason to pay more,1376179200.0
910,9983891204,"[1, 1]",5.0,"The cable is doing just what it is suppose to do. The connectors fit snuggly into the HDMI input on the TV and the output of my Canon 5D, Mark II. Saved a lot of money vs. the cable offered by Canon.","12 18, 2012",A1I0M1C381UQNZ,Mr Satisfied,Just what I needed,1355788800.0
911,9983891204,"[1, 1]",5.0,Just what I wanted to review photos on my camera via my HD TV.  I can sit across the room from the TV and get an excellent view.,"03 25, 2013",A3L1N36J3BOL9V,"Neysa Zurkammer ""Neysa Z""",Canon HTC-100 HDMI cable,1364169600.0
912,9983891204,"[0, 0]",3.0,"Works great to connect my Canon 60d or t5i camera to an HD TV. I directly connected it to two of my TV's and it works perfectly. When I connected it to a 3 port HDMI switch, it did not work. The price is great.","01 4, 2014",A1ZBG4HKXZTVBF,Paul Fisher,Connects my Canon camera to HDTVs. Could not connect to HDMI switch.,1388793600.0
913,9983891204,"[1, 1]",5.0,this cable does work with my 5D Mark iii and my canon point and shoot...Audio seems a little off ... not sure if it is the cable or not... I mean it does not sound as crisp as listen direct from card and from computer...  No more thought is given to that...,"07 28, 2012",A306LNS6H0P1W,"ProPhotographer1 ""kaisphotographycom""",works with my 5D Mark iii,1343433600.0
914,9983891204,"[5, 5]",5.0,"I found a tiny HDMI jack on my the Canon SX20-IS powershot and found no one had one in-stock locally and special order- I needed to take out a loan. This cable worked perfectly, no issues. Now my still camera can output full HD video/audio. Signal delivered without errors to monitor. 10 feet is a good length for getting around to the back of monitors or wall mounts.","05 13, 2010",AH67CQEJ4RQM9,Rob,Tiny HDMI to standard HDMI,1273708800.0
915,9983891204,"[0, 0]",4.0,the cable itself is very flimsy compared to the OEM Canon.  Seems to work ok so represents exceptional value for money.,"03 22, 2014",AUKMX8TAFE3BA,Rutgers,cheap alternative.,1395446400.0
916,9983891204,"[0, 0]",5.0,Very good and normal quality. You can use it instead of originals. cheap. suitable for Canon SX40HS. I haven't more words but the site required more words so I wrote that ;),"03 21, 2013",A1H4B09YLQ9IMA,Salem,Nice,1363824000.0
917,9983891212,"[1, 1]",5.0,"Simple accessory. Made well, good price, and the length is enough to give you access to a system from a table and run it across the floor.Clean audio and video. Good purchase.","04 10, 2014",A1C82BC5GNABOA,A.H.,Used for direct slideshow video display,1397088000.0
918,9983891212,"[0, 0]",3.0,"This was an error,however I shall keep it for a possible use,I find that the layman's description of the plug ids are lacking","11 10, 2013",A3V7G0CQ3P1I1B,alan d moreton,10ft cable adaptation.,1384041600.0
919,9983891212,"[0, 0]",5.0,"I chose this one because it was the cheapest, under 4 dollars. I tested it today on my GE DV-1 video recorder and used to to connect to my LCD tv's hdmi port. THe mini hdmi end went in the camera and the large end in the TV. It worked fine. I will just leave it plugged into my HDMI port 3 all the time, so I will be able to hook up the camera to it for big screen viewing whenever needed.","01 14, 2014",A2CQAEX92SXVKR,"ALAN  J  MANGIARATTI ""A.man""",works great so far!,1389657600.0
920,9983891212,"[1, 1]",5.0,"Very good, working just as I wanted, plugged to my T2i, this is just what I was looking for.","09 10, 2010",AACKRUEFSCZOW,"A. Mathur ""am""",Best fit cable.,1284076800.0
921,9983891212,"[0, 0]",5.0,"As everyone should know, any HDMI cable should be the same besides a few minor differences in version so I bought this cheap HDMI cable rather than expensive lies at retail stores, etc. I have to say that I am very satisfied with this product. You get a long cable that you can connect your tablet to your TV and still have the tablet not too far from you. The sound and video works perfectly. I haven't tested anything HD yet like 1080p movies but I'm sure it would work.So I would recommend you buy this if you want an affordable mini-HDMI to HDMI cable that works and is long.","01 1, 2012",AK3D1F2TEULT0,Amazon Customer,Great Product and Cheap,1325376000.0
922,9983891212,"[0, 0]",5.0,Plug n play...resolution was awesome. Cord was nice quality did not feel like it was cheap. Now i can take the camera AND CABLE anywhere and plug it in.,"01 28, 2013",A2EORZSMHG45DB,"Andres De Leon ""Disco Dre""",Works great,1359331200.0
923,9983891212,"[0, 0]",5.0,Premium Canon Mini HDMI Cable is a great fits for my Canon Camera.  It is good low prices for a long 10ft cable.  I recommend it.,"09 6, 2013",A1QW4FM8FA63T1,Andy,Premium Canon Mini HDMI Cable,1378425600.0
924,9983891212,"[0, 0]",5.0,"its awsoooooooooome , i connect it with samsung LED and the picture is craaaaazy `mashallah` , i`m very happy becouse this produce","06 15, 2013",A3A1JKH6FU935A,Bader BaEessa,awsome,1371254400.0
925,9983891212,"[0, 0]",5.0,"Just forgo the aftermarket cables for this. The form and fit are hit-and-miss, but the Canon cable is both durable and made so that using it doesn't block off any other ports.","09 10, 2013",A2UU3K8KZGCQUK,B. L. Holliday,Perfect,1378771200.0
926,9983891212,"[0, 1]",4.0,Glad this is available and at a decent price.  So many cables are overpriced just because the seller can get more for it.,"07 15, 2013",A2KWOC600DMC0W,"Bluesage ""Bluesage""",Premium Canon Mini HDMI cable (10 ft) Premium Canon Mini HDMI cable (10 ft),1373846400.0
927,9983891212,"[0, 0]",5.0,I bought this so I can show video clips taken with my Canon EOS Digital SLR on my flat screen TV.  Works great.,"07 15, 2012",A1S70Q21XUZU1Q,Bruce Schafer,Sturdy cable that matches my camera and television,1342310400.0
928,9983891212,"[0, 0]",5.0,THIS CABLE HAS GOOD CONSTRUCTION AND WORKS WELL WITH MY CANON 7D TO WATCH MOVIES FROM THE CF CARD ON THE CAMERA TO THE PANASONIC PLASMA HDTV.A GREAT PRICE FOR QUALITY AND THIS PARTICULAR KIND OF CABLE.,"03 10, 2012",AG5ZZ3L1KU8VS,cecilroy123,REVIEW FOR PREMIUM MINI HDMI CABLE 10 FT,1331337600.0
929,9983891212,"[4, 5]",5.0,I have a Canon Power Shot SX20IS. The mini plug of this cable fits the receptacle of the SX20IS perfectly. Great buy at a great price!,"06 10, 2010",A2A3HQJM4VQGBL,Citizen A,Premium 10 ft Canon HTC-100 and Mini HDMI cable for your HD camcorder!,1276128000.0
930,9983891212,"[0, 0]",5.0,Premium Canon Mini HDMI cable is a very good product for the price. So far it is working very well for me,"11 15, 2012",A1GPVV2XWNGSDX,C. J. G.,Premium Canon Mini HDMI cable,1352937600.0
931,9983891212,"[0, 0]",5.0,"This is a nice cable for a good price.  It works well with my Canon 300hs point and shoot camera, fits well and delivers a good picture.  Sent to me in nice packaging on time.","04 4, 2012",A3UPEV60FD84VX,Daddio,nice cable for Canon 300hs,1333497600.0
932,9983891212,"[0, 1]",5.0,"Given the rip-off prices of HDMI cables these days, what a pleasant surprise to buy this very functional, fully operational cable for such a great price.  It works.  It's long.  Perfect.","04 30, 2013",A3W3XQY4GQRSIY,DAVID B SIMMONS,Awesome price.  Excellent results,1367280000.0
933,9983891212,"[0, 0]",5.0,"Great producct, great price, and very happy with it!  We used it with my wifes Canon T3i and it was nice to see the pics on our 55&#34; LCD.","01 3, 2013",AHEU9UBEDU61B,david l martin,Great product,1357171200.0
934,9983891212,"[0, 1]",5.0,This cable is 10 feet long and at that length I doubt you'd need anything longer.It connects to my TV well and the audio and video comes through perfectly.5-Stars!,"12 3, 2012",A2W1LLW1Y682PW,Dean Steiner,Canon 5D Mk II Approved!,1354492800.0
935,9983891212,"[0, 0]",5.0,This HDMI Cable works just fine.  The price is so much lower than local retail stores.  I recommend the site.,"08 21, 2010",ADEF2TC6C3ART,D. K. Custis,Mini HDMI Cable,1282348800.0
936,9983891212,"[0, 0]",4.0,"I have this slot in my Canon 60D which states it is for a HDMI cable that can be hooked up to a HDTV.  It is supposed to provide a sharper picture so I thought I would get one.  Canon wants $50+ for the cable - no thanks.  On Amazon I found a cable for less than $4.00 - can you believe that?  It works great.  Sorry, Canon, but I have found the price of all your accessories way out of line.","10 10, 2012",A1MASM2C2VL2R,D. Lovely,Canon Mini HDMI cable,1349827200.0
937,9983891212,"[0, 0]",5.0,Cable works looks just as any one you would find in retail store for 10 times the price don't hesitate to buy.,"09 18, 2013",A2A3B0JX2JRS6S,Dustan Dennington,serving its purpose,1379462400.0
938,9983891212,"[0, 0]",4.0,"It is not thin and light.  You can put it in your camera bag, so it is very portable.The pictures from my camera look awesome on my big tv.I am hesitant to give it 5 stars, because the first time I tried using it, it did not work.I had to pull it in and out of the camera a few time for it to actually work.","10 12, 2013",A2SLS2NDPLQYP,Faisal Zafar,It's very useful,1381536000.0
939,9983891212,"[0, 0]",4.0,"This cable works well with my T3i, this best thing is that it is 10ft. long so you don't have to be right next to your tv to review your photos and video....","03 24, 2013",A1KFS7EKT2OYL2,FJM,works great !!!,1364083200.0
940,9983891212,"[0, 0]",5.0,"Very easy for my father to use on his tablet. Literally, plug it in to an HDTV and it shows the image on both the tablet and the TV. As simple as that. No need to mess with any settings","11 20, 2013",A3MSO10BPAF01U,Freddy,Easy and useful tablet accessory!,1384905600.0
941,9983891212,"[0, 0]",5.0,Cost under $4.00 shipped and works just as good as HDMI 6'length I paid $25.00 at Best Buy.No complaints here. Now I have a 10' so I can connect to the TV and still reach my lazyboy.,"05 23, 2012",A10NQKIG7NXUR7,Fusion,Works,1337731200.0
942,9983891212,"[0, 0]",5.0,What can you say about a cheap cable? It works well and doesn't break the bank. Comes with end protectors. I did not have any problems with using this to display the HD output from my camera to a large screen.,"10 20, 2013",A8E6QXKIALS43,G. Lee,It works and it is inexpensive,1382227200.0
943,9983891212,"[0, 1]",2.0,"The price seems to reflect the product here unfortunately. I bought this to be used during a short film production. It worked about 60% of the time. It would either drop out or give a distorted image to the monitor. Haven't tested on other monitor as we were to busy working, but this cable negatively affected my production having to wait to start rolling as we didn't have an image.I will like be returning this product. You get what you pay for.","10 9, 2010",AM583EZIQ9YO5,Greg A. Smith,Premium Canon Mini HDMI,1286582400.0
944,9983891212,"[0, 0]",5.0,Works great.  I lost the original and this one is perfect for my needs. Without it my camera is useless.,"03 29, 2014",A14QOPWXLIA7A8,"Herbert Rosenblum ""PloverLover""",BUY IT IF YOU NEED ONE,1396051200.0
945,9983891212,"[0, 0]",4.0,"These cables are good. Not top of the line. However, they do get the job done and seem to work well with my DSLR.","03 4, 2013",A1VHCO8RQFIGQJ,Indie Film Lover,Good cables.,1362355200.0
